Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Price Category
Lexus,2012.0,Nigerian Used,128484.0,3500.0,Petrol,Automatic,8320000,1
Honda,2005.0,Nigerian Used,200956.0,2400.0,Petrol,Automatic,1352000,0
Ford,2011.0,Foreign Used,113188.0,3500.0,Petrol,Automatic,4162500,0
Audi,2019.0,Nigerian Used,24577.0,5500.0,Petrol,Automatic,49350000,1
Lexus,2012.0,Nigerian Used,128484.0,3500.0,Petrol,Automatic,8320000,1
Toyota,2005.0,Nigerian Used,381750.0,2400.0,Petrol,Automatic,1365000,0
Nissan,2015.0,Nigerian Used,88572.0,2400.0,Petrol,Automatic,1470000,0
Honda,2003.0,Nigerian Used,257112.0,2000.0,Petrol,Automatic,1248000,0
Honda,2006.0,Nigerian Used,392030.0,2400.0,Petrol,Automatic,1470000,0
Kia,2011.0,Nigerian Used,24798.0,3800.0,Petrol,Automatic,4200000,0
Toyota,2003.0,Nigerian Used,157097.0,4700.0,Petrol,Automatic,2860000,0
Toyota,2004.0,Nigerian Used,280892.0,3000.0,Petrol,Automatic,1050000,0
Opel,2001.0,Foreign Used,117508.0,1600.0,Petrol,Manual,1942500,0
Honda,2015.0,Nigerian Used,87381.0,1800.0,Petrol,Manual,3675000,0
Opel,,,255556.0,,,Manual,2026000,0
Toyota,2003.0,Nigerian Used,426260.0,2400.0,Petrol,Automatic,3120000,0
BMW,,,,,,Automatic,1522000,0
Mercedes-Benz,2010.0,Foreign Used,,3500.0,Petrol,Automatic,6750000,1
Honda,2006.0,Nigerian Used,218213.0,3500.0,Petrol,Automatic,1260000,0
Nissan,2003.0,Nigerian Used,270851.0,2500.0,Petrol,Automatic,1050000,0
Honda,2008.0,Nigerian Used,318649.0,3500.0,Petrol,Automatic,1155000,0
Honda,2012.0,Nigerian Used,13226.0,1800.0,Petrol,Automatic,3120000,0
Toyota,2002.0,Nigerian Used,166867.0,2500.0,Petrol,Automatic,1352000,0
Peugeot,2002.0,Foreign Used,158771.0,1600.0,Petrol,Manual,1470000,0
Toyota,,,171058.0,,,Automatic,4490000,0
Opel,2000.0,Nigerian Used,419605.0,1800.0,Petrol,Automatic,1260000,0
Mazda,2009.0,Nigerian Used,157786.0,2000.0,Petrol,Automatic,1800000,0
BMW,2000.0,Nigerian Used,262984.0,30.0,Petrol,Automatic,1260000,0
Audi,2011.0,Nigerian Used,50930.0,2000.0,Petrol,Manual,3360000,0
Infiniti,2001.0,Nigerian Used,339881.0,3500.0,Petrol,Automatic,1352000,0
Peugeot,2002.0,Nigerian Used,22930.0,2000.0,Petrol,Automatic,1470000,0
Toyota,2003.0,Nigerian Used,299999.0,1800.0,Petrol,Automatic,1785000,0
Toyota,2005.0,Foreign Used,90741.0,1800.0,Petrol,Automatic,2625000,0
Toyota,2007.0,Nigerian Used,81317.0,3500.0,Petrol,Automatic,3375000,0
Toyota,2002.0,Nigerian Used,261978.0,3000.0,Petrol,Automatic,2025000,0
Toyota,2002.0,Nigerian Used,294045.0,2400.0,Petrol,Automatic,1352000,0
Lexus,2006.0,Nigerian Used,466356.0,2500.0,Petrol,Automatic,2835000,0
Toyota,2005.0,Foreign Used,236042.0,2000.0,Petrol,Automatic,3675000,0
Toyota,,,43836.0,,,Automatic,3034000,0
Toyota,2007.0,Nigerian Used,174458.0,2400.0,Petrol,Automatic,2808000,0
Nissan,1999.0,Foreign Used,223712.0,1000.0,Petrol,Automatic,1050000,0
Mercedes-Benz,2006.0,Nigerian Used,208116.0,3500.0,Petrol,Automatic,1155000,0
Toyota,2005.0,Nigerian Used,185120.0,3000.0,Petrol,Automatic,1365000,0
Volkswagen,2010.0,Nigerian Used,184724.0,2500.0,Petrol,Automatic,1050000,0
Honda,2008.0,Nigerian Used,290798.0,2400.0,Petrol,Automatic,1470000,0
Audi,2002.0,Foreign Used,188315.0,2000.0,Petrol,Automatic,2310000,0
Toyota,2005.0,Nigerian Used,156336.0,2000.0,Petrol,Automatic,1365000,0
Kia,2013.0,Nigerian Used,135005.0,1400.0,Petrol,Automatic,1355000,0
Ford,2011.0,Foreign Used,113188.0,3500.0,Petrol,Automatic,4162500,0
Infiniti,2001.0,Nigerian Used,339881.0,3500.0,Petrol,Automatic,1352000,0
BMW,2001.0,Nigerian Used,225431.0,2200.0,Petrol,Automatic,1260000,0
Mercedes-Benz,2006.0,Nigerian Used,208116.0,3500.0,Petrol,Automatic,1155000,0
Mercedes-Benz,2006.0,Nigerian Used,531146.0,2500.0,Petrol,Automatic,1575000,0
Honda,2009.0,Nigerian Used,432233.0,1600.0,Petrol,Automatic,1664000,0
Honda,2004.0,Nigerian Used,130726.0,,Petrol,Automatic,1102500,0
Kia,2011.0,Nigerian Used,24798.0,3800.0,Petrol,Automatic,4200000,0
Honda,2004.0,Nigerian Used,169293.0,3500.0,Petrol,Automatic,1768000,0
Toyota,2009.0,Nigerian Used,187196.0,2400.0,Hybrid,Automatic,1785000,0
Toyota,2005.0,Nigerian Used,180634.0,1500.0,Petrol,Automatic,1155000,0
Mazda,2006.0,Nigerian Used,170765.0,2300.0,Petrol,Automatic,1680000,0
Honda,2003.0,Nigerian Used,187707.0,2400.0,Petrol,Automatic,1352000,0
Lexus,2004.0,Nigerian Used,208646.0,3300.0,Petrol,Automatic,3848000,0
Honda,2005.0,Foreign Used,225593.0,2400.0,Petrol,Automatic,1417500,0
Mercedes-Benz,2005.0,Nigerian Used,352743.0,1800.0,Petrol,Automatic,1160000,0
Mercedes-Benz,2006.0,Nigerian Used,531146.0,2500.0,Petrol,Automatic,1575000,0
Toyota,2005.0,Nigerian Used,156336.0,2000.0,Petrol,Automatic,1365000,0
Volkswagen,2006.0,Nigerian Used,218310.0,2500.0,Petrol,Automatic,1057500,0
Honda,2003.0,Nigerian Used,224187.0,3000.0,Petrol,Automatic,1050000,0
Honda,2004.0,Nigerian Used,222629.0,,Petrol,Automatic,1155000,0
Toyota,2002.0,Nigerian Used,163777.0,3000.0,Petrol,Automatic,1250000,0
Honda,2008.0,Nigerian Used,157477.0,1800.0,Petrol,Automatic,1664000,0
Honda,2009.0,Nigerian Used,432233.0,1600.0,Petrol,Automatic,1664000,0
Nissan,2003.0,Foreign Used,148224.0,1800.0,Petrol,Manual,1055000,0
Suzuki,,,1.0,,,Manual,4000000,0
Toyota,2000.0,Nigerian Used,39807.0,2200.0,Petrol,Automatic,1352000,0
Lexus,2006.0,Nigerian Used,63728.0,3.0,Hybrid,Automatic,3952000,0
Mazda,2006.0,Nigerian Used,170765.0,2300.0,Petrol,Automatic,1680000,0
Toyota,2007.0,Nigerian Used,120352.0,,Petrol,Automatic,1050000,0
Toyota,2008.0,Foreign Used,,,,,3465000,0
Toyota,2004.0,Nigerian Used,52982.0,4700.0,Petrol,Automatic,2808000,0
Toyota,2005.0,Nigerian Used,180634.0,1500.0,Petrol,Automatic,1155000,0
Toyota,2007.0,Nigerian Used,245616.0,1800.0,Petrol,Manual,1207500,0
Mercedes-Benz,2000.0,Nigerian Used,170843.0,35.0,Petrol,Automatic,1050000,0
Toyota,2005.0,Nigerian Used,149839.0,1800.0,Petrol,Automatic,2475000,0
Honda,2013.0,Nigerian Used,186595.0,1500.0,Petrol,Automatic,3360000,0
Ford,2010.0,Foreign Used,388488.0,5400.0,Petrol,Automatic,7800000,1
BMW,2001.0,Nigerian Used,225431.0,2200.0,Petrol,Automatic,1260000,0
Toyota,,,65817.0,,,Automatic,5050000,1
Suzuki,2009.0,Nigerian Used,113587.0,2000.0,Petrol,Automatic,2100000,0
Toyota,2006.0,Foreign Used,409066.0,2400.0,Petrol,Automatic,2730000,0
Peugeot,2004.0,Foreign Used,99999.0,1600.0,Electric,Automatic,1627500,0
Volvo,2005.0,Foreign Used,297589.0,3000.0,Petrol,Automatic,1260000,0
Toyota,1999.0,Nigerian Used,234150.0,3000.0,Petrol,Automatic,1155000,0
Kia,2018.0,Nigerian Used,15598.0,1800.0,Petrol,Automatic,4200000,0
Toyota,2004.0,Nigerian Used,52982.0,4700.0,Petrol,Automatic,2808000,0
Mercedes-Benz,,,215674.0,,,Automatic,1018000,0
Honda,2005.0,Nigerian Used,404816.0,2400.0,Petrol,Automatic,1050000,0
Toyota,,,,,,,19000000,1
Mercedes-Benz,2007.0,Foreign Used,249549.0,3500.0,Petrol,Automatic,4500000,0
Toyota,2006.0,Foreign Used,409066.0,2400.0,Petrol,Automatic,2730000,0
Suzuki,2009.0,Nigerian Used,113587.0,2000.0,Petrol,Automatic,2100000,0
Honda,2012.0,Nigerian Used,180989.0,16000.0,Petrol,Automatic,2415000,0
Toyota,2009.0,Foreign Used,121871.0,2400.0,Petrol,Automatic,5062500,1
Toyota,2010.0,Nigerian Used,360974.0,2400.0,Petrol,Automatic,1995000,0
Toyota,2009.0,Foreign Used,90852.0,2400.0,Petrol,Automatic,4500000,0
Ford,2010.0,Foreign Used,388488.0,5400.0,Petrol,Automatic,7800000,1
Ford,2012.0,Foreign Used,172743.0,33.0,Petrol,Automatic,5460000,1
Nissan,2012.0,Nigerian Used,199155.0,2500.0,Petrol,Automatic,1260000,0
Toyota,2012.0,Nigerian Used,143438.0,1600.0,Petrol,Manual,2625000,0
Volvo,,,56968.0,,,Automatic,7850000,1
Toyota,2000.0,Nigerian Used,207581.0,1400.0,Petrol,Automatic,1047500,0
Toyota,2001.0,Nigerian Used,327298.0,2200.0,Petrol,Automatic,1050000,0
Toyota,,,65817.0,,,Automatic,5050000,1
Lexus,2001.0,Nigerian Used,198044.0,3000.0,Petrol,Automatic,1365000,0
Toyota,2003.0,Nigerian Used,296443.0,1800.0,Petrol,Automatic,1312500,0
Honda,2006.0,Nigerian Used,202078.0,3000.0,Petrol,Automatic,1018500,0
Toyota,,,18462.0,,,Automatic,5274000,1
Toyota,2004.0,Nigerian Used,208160.0,2400.0,Petrol,Automatic,1155000,0
Toyota,,,10251.0,,,Automatic,14570000,1
Toyota,2005.0,Nigerian Used,149839.0,1800.0,Petrol,Automatic,2475000,0
Toyota,2004.0,Nigerian Used,219124.0,1800.0,Petrol,Automatic,2080000,0
Toyota,,,10251.0,,,Automatic,14570000,1
Hyundai,2010.0,Nigerian Used,103739.0,1600.0,Petrol,Manual,1155000,0
Honda,2004.0,Nigerian Used,177588.0,3500.0,Petrol,Automatic,1872000,0
Toyota,2001.0,Foreign Used,111027.0,3000.0,Petrol,Automatic,3600000,0
Toyota,2002.0,Nigerian Used,,1800.0,Petrol,Automatic,2100000,0
Honda,2012.0,Nigerian Used,180989.0,16000.0,Petrol,Automatic,2415000,0
Toyota,2010.0,Nigerian Used,360974.0,2400.0,Petrol,Automatic,1995000,0
Toyota,,,16986.0,,,Automatic,20170000,1
Volvo,2008.0,Foreign Used,12074.0,3200.0,Petrol,Automatic,3432000,0
Ford,2009.0,Foreign Used,179134.0,35.0,Petrol,Automatic,4837500,0
Toyota,2007.0,Nigerian Used,213548.0,3500.0,Petrol,Automatic,3328000,0
Toyota,1999.0,Nigerian Used,318617.0,2200.0,Petrol,Automatic,1040000,0
Honda,2009.0,Nigerian Used,189309.0,3500.0,Petrol,Automatic,1365000,0
Toyota,2009.0,Foreign Used,210673.0,1800.0,Petrol,Automatic,4275000,0
Lexus,2001.0,Nigerian Used,198044.0,3000.0,Petrol,Automatic,1365000,0
Toyota,,,233560.0,,,Automatic,2810000,0
Ford,2010.0,Nigerian Used,137993.0,18.0,Petrol,Automatic,1260000,0
Volvo,2008.0,Foreign Used,12074.0,3200.0,Petrol,Automatic,3432000,0
Toyota,2002.0,Nigerian Used,,1800.0,Petrol,Automatic,2100000,0
Toyota,2010.0,Nigerian Used,203870.0,2500.0,Petrol,Automatic,3640000,0
Mercedes-Benz,2016.0,Nigerian Used,41668.0,2000.0,Petrol,Automatic,10012500,1
Honda,2003.0,Nigerian Used,229437.0,2400.0,Petrol,Automatic,1404000,0
Hyundai,2009.0,Nigerian Used,142520.0,1600.0,Petrol,Automatic,1365000,0
Honda,2004.0,Nigerian Used,177588.0,3500.0,Petrol,Automatic,1872000,0
Lexus,2004.0,Nigerian Used,360191.0,3300.0,Petrol,Automatic,2475000,0
Toyota,2007.0,Foreign Used,227184.0,1500.0,Petrol,Automatic,2625000,0
Honda,2014.0,Nigerian Used,24935.0,1800.0,Petrol,Automatic,4725000,0
Honda,2008.0,Nigerian Used,156271.0,1300.0,Petrol,Manual,1050000,0
Toyota,2007.0,Nigerian Used,174956.0,1500.0,Petrol,Manual,1365000,0
Toyota,2008.0,Nigerian Used,59399.0,1800.0,Petrol,Manual,1872000,0
Toyota,2009.0,Nigerian Used,137186.0,1800.0,Petrol,Manual,1575000,0
Toyota,2001.0,Foreign Used,111027.0,3000.0,Petrol,Automatic,3600000,0
Honda,2005.0,Nigerian Used,131992.0,3000.0,Petrol,Automatic,1050000,0
Toyota,1999.0,Nigerian Used,318617.0,2200.0,Petrol,Automatic,1040000,0
Honda,2008.0,Nigerian Used,370928.0,2400.0,Petrol,Automatic,1155000,0
Honda,2007.0,Nigerian Used,66823.0,1800.0,Petrol,Automatic,1768000,0
Hyundai,2009.0,Nigerian Used,164565.0,1600.0,Petrol,Manual,1155000,0
Honda,2002.0,Foreign Used,137775.0,1700.0,Petrol,Automatic,1470000,0
Mercedes-Benz,2005.0,Nigerian Used,167169.0,2400.0,Petrol,Automatic,1470000,0
Honda,2006.0,Nigerian Used,168907.0,1800.0,Petrol,Automatic,1365000,0
Honda,2010.0,Nigerian Used,252463.0,1800.0,Petrol,Automatic,1575000,0
Honda,2006.0,Nigerian Used,78511.0,18.0,Petrol,Automatic,1664000,0
Honda,2008.0,Foreign Used,136143.0,1800.0,Petrol,Automatic,2520000,0
Honda,2008.0,Nigerian Used,178425.0,1800.0,Petrol,Automatic,1456000,0
Toyota,2003.0,Foreign Used,162691.0,1800.0,Petrol,Automatic,2704000,0
Lexus,2007.0,Nigerian Used,78470.0,3500.0,Petrol,Automatic,5287500,1
Toyota,2006.0,Nigerian Used,169259.0,1800.0,Petrol,Automatic,1365000,0
Toyota,2008.0,Nigerian Used,59399.0,1800.0,Petrol,Manual,1872000,0
Lexus,2014.0,Nigerian Used,53558.0,3500.0,Petrol,Automatic,8400000,1
Toyota,2005.0,Nigerian Used,195268.0,1800.0,Petrol,Automatic,1365000,0
Toyota,2007.0,Nigerian Used,174956.0,1500.0,Petrol,Manual,1365000,0
Toyota,2014.0,Nigerian Used,308916.0,1300.0,Petrol,Automatic,4200000,0
Opel,2002.0,Nigerian Used,245314.0,1400.0,Petrol,Manual,1260000,0
Ford,2010.0,Nigerian Used,137993.0,18.0,Petrol,Automatic,1260000,0
Audi,2009.0,Foreign Used,259300.0,2000.0,Petrol,Automatic,3150000,0
Honda,2006.0,Nigerian Used,168907.0,1800.0,Petrol,Automatic,1365000,0
Honda,2005.0,Nigerian Used,131992.0,3000.0,Petrol,Automatic,1050000,0
Toyota,2005.0,Nigerian Used,217805.0,2400.0,Petrol,Automatic,1260000,0
Volkswagen,2013.0,Foreign Used,131549.0,2500.0,Petrol,Automatic,5880000,1
Lexus,2007.0,Nigerian Used,174458.0,3000.0,Petrol,Automatic,2625000,0
Honda,2002.0,Foreign Used,137775.0,1700.0,Petrol,Automatic,1470000,0
Honda,2006.0,Nigerian Used,78511.0,18.0,Petrol,Automatic,1664000,0
Honda,2006.0,Foreign Used,171225.0,1300.0,Hybrid,Automatic,2704000,0
Toyota,2004.0,Nigerian Used,70990.0,1800.0,Petrol,Automatic,2080000,0
Chevrolet,2003.0,Foreign Used,191555.0,2200.0,Petrol,Automatic,1575000,0
Toyota,2005.0,Nigerian Used,247930.0,3300.0,Petrol,Automatic,2250000,0
Toyota,2009.0,Nigerian Used,137186.0,1800.0,Petrol,Manual,1575000,0
Hyundai,2004.0,Nigerian Used,180368.0,3500.0,Petrol,Automatic,1260000,0
Peugeot,2004.0,Foreign Used,104880.0,1400.0,Petrol,Manual,1560000,0
Lexus,2005.0,Nigerian Used,373268.0,3300.0,Petrol,Automatic,2404000,0
Toyota,2004.0,Nigerian Used,208160.0,2400.0,Petrol,Automatic,1155000,0
Toyota,2004.0,Nigerian Used,138916.0,1800.0,Petrol,Automatic,2250000,0
Peugeot,2004.0,Foreign Used,89405.0,14.0,Petrol,Automatic,2288000,0
Pontiac,2003.0,Nigerian Used,173521.0,1800.0,Petrol,Automatic,1800000,0
Honda,2008.0,Nigerian Used,178425.0,1800.0,Petrol,Automatic,1456000,0
Toyota,1999.0,Nigerian Used,317894.0,3000.0,Petrol,Automatic,2184000,0
Honda,2007.0,Nigerian Used,66823.0,1800.0,Petrol,Automatic,1768000,0
Honda,2008.0,Nigerian Used,435236.0,1800.0,Petrol,Automatic,2080000,0
Mazda,2006.0,Nigerian Used,198963.0,2000.0,Petrol,Automatic,1365000,0
Honda,2010.0,Nigerian Used,252463.0,1800.0,Petrol,Automatic,1575000,0
Toyota,1999.0,Nigerian Used,224736.0,2000.0,Petrol,Automatic,1050000,0
Honda,2003.0,Foreign Used,278048.0,2000.0,Petrol,Automatic,2047500,0
Toyota,,,125482.0,,,Automatic,2250000,0
Honda,2011.0,Nigerian Used,167793.0,3500.0,Petrol,Automatic,3952000,0
Honda,2006.0,Nigerian Used,175820.0,1800.0,Petrol,Automatic,8840000,1
Peugeot,,,255420.0,,,Manual,1074000,0
Toyota,2004.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic,1365000,0
Honda,2008.0,Nigerian Used,218853.0,1500.0,Petrol,Automatic,1250000,0
Toyota,2003.0,Nigerian Used,355522.0,3000.0,Petrol,Automatic,1365000,0
Honda,2004.0,Nigerian Used,198184.0,3500.0,Petrol,Automatic,1872000,0
Toyota,2007.0,Nigerian Used,85851.0,1500.0,Petrol,Automatic,1365000,0
Toyota,,,125482.0,,,Automatic,2250000,0
Honda,2006.0,Nigerian Used,407637.0,1800.0,Petrol,Automatic,1560000,0
Toyota,2005.0,Nigerian Used,247930.0,3300.0,Petrol,Automatic,2250000,0
Volkswagen,2000.0,Foreign Used,238149.0,1800.0,Petrol,Manual,1680000,0
Toyota,2004.0,Nigerian Used,138916.0,1800.0,Petrol,Automatic,2250000,0
Honda,2006.0,Nigerian Used,137745.0,16.0,Petrol,Automatic,1470000,0
Honda,2011.0,Nigerian Used,167793.0,3500.0,Petrol,Automatic,3952000,0
Pontiac,2003.0,Nigerian Used,173521.0,1800.0,Petrol,Automatic,1800000,0
Volkswagen,2003.0,Foreign Used,275690.0,1600.0,Petrol,Automatic,2415000,0
Volkswagen,1998.0,Nigerian Used,206522.0,2000.0,Petrol,Automatic,1470000,0
Mercedes-Benz,2005.0,Nigerian Used,155231.0,35.0,Petrol,Automatic,1050000,0
Hyundai,2004.0,Nigerian Used,180368.0,3500.0,Petrol,Automatic,1260000,0
Volkswagen,1999.0,Foreign Used,300153.0,1600.0,Petrol,Manual,1575000,0
Volkswagen,,,95243.0,,,Automatic,2586000,0
Volkswagen,1999.0,Foreign Used,300153.0,1600.0,Petrol,Manual,1575000,0
Toyota,2018.0,Foreign Used,159334.0,2500.0,Petrol,Automatic,13520000,1
Volkswagen,,,95243.0,,,Automatic,2586000,0
Honda,2012.0,Nigerian Used,58920.0,2400.0,Petrol,Automatic,2512000,0
Honda,2006.0,Nigerian Used,309254.0,1800.0,Petrol,Manual,1312500,0
Toyota,2011.0,Foreign Used,380494.0,2400.0,Petrol,Automatic,3937500,0
Honda,2006.0,Nigerian Used,137745.0,16.0,Petrol,Automatic,1470000,0
Toyota,2007.0,Nigerian Used,156731.0,2400.0,Petrol,Automatic,2808000,0
Toyota,2007.0,Nigerian Used,85851.0,1500.0,Petrol,Automatic,1365000,0
Toyota,2007.0,Nigerian Used,191517.0,1300.0,Petrol,Manual,1155000,0
Mercedes-Benz,2005.0,Nigerian Used,155231.0,35.0,Petrol,Automatic,1050000,0
Toyota,2002.0,Nigerian Used,313177.0,3000.0,Petrol,Automatic,1872000,0
Mercedes-Benz,2014.0,Nigerian Used,143207.0,3500.0,Petrol,Automatic,9000000,1
Volkswagen,,,142533.0,,,Automatic,2250000,0
Toyota,2014.0,Nigerian Used,92814.0,1800.0,Petrol,Automatic,3150000,0
Hyundai,2007.0,Nigerian Used,134188.0,2400.0,Petrol,Automatic,1155000,0
Volkswagen,,,222354.0,,,Automatic,2026000,0
Volkswagen,1998.0,Nigerian Used,203234.0,2000.0,Petrol,Automatic,1155000,0
Opel,2005.0,Nigerian Used,218560.0,1600.0,Petrol,Manual,1800000,0
Toyota,2004.0,Nigerian Used,,1400.0,Diesel,,1260000,0
Toyota,2011.0,Foreign Used,98103.0,2500.0,Petrol,Automatic,3990000,0
Toyota,,,308380.0,,,Automatic,1074000,0
Mercedes-Benz,2006.0,Foreign Used,104962.0,3500.0,Petrol,Automatic,3990000,0
Toyota,2009.0,Foreign Used,130789.0,2700.0,Petrol,Automatic,3952000,0
Mercedes-Benz,2001.0,Nigerian Used,432510.0,3200.0,Petrol,Automatic,1575000,0
Toyota,2018.0,Nigerian Used,49330.0,2500.0,Petrol,Automatic,11550000,1
Toyota,2003.0,Nigerian Used,120117.0,1800.0,Petrol,Automatic,1260000,0
Toyota,2007.0,Nigerian Used,446224.0,1800.0,Petrol,Automatic,1470000,0
Toyota,1999.0,Nigerian Used,225478.0,22.0,Petrol,Automatic,1040000,0
Lexus,2004.0,Foreign Used,94868.0,4700.0,Petrol,Automatic,7200000,1
Toyota,2007.0,Nigerian Used,209333.0,1800.0,Petrol,Manual,1155000,0
Toyota,2014.0,Nigerian Used,92814.0,1800.0,Petrol,Automatic,3150000,0
Opel,2005.0,Nigerian Used,218560.0,1600.0,Petrol,Manual,1800000,0
Toyota,2003.0,Foreign Used,300986.0,2000.0,Petrol,Automatic,2625000,0
Infiniti,2002.0,Nigerian Used,109615.0,3500.0,Petrol,Automatic,892500,0
Lexus,2004.0,Foreign Used,94868.0,4700.0,Petrol,Automatic,7200000,1
Toyota,2010.0,Foreign Used,184530.0,1800.0,Petrol,Automatic,4056000,0
Toyota,2008.0,Foreign Used,86643.0,1500.0,Petrol,Automatic,2940000,0
Honda,2012.0,Nigerian Used,58920.0,2400.0,Petrol,Automatic,2512000,0
Ford,2013.0,Foreign Used,171155.0,3500.0,Petrol,Automatic,4935000,0
Nissan,2001.0,Nigerian Used,172358.0,3500.0,Petrol,Automatic,1248000,0
Lexus,2007.0,Nigerian Used,266358.0,35.0,Petrol,Automatic,3600000,0
Nissan,2012.0,Foreign Used,231941.0,2500.0,Petrol,Automatic,4387500,0
Toyota,2003.0,Nigerian Used,182846.0,1800.0,Petrol,Automatic,1785000,0
Toyota,2009.0,Foreign Used,130789.0,2700.0,Petrol,Automatic,3952000,0
Lexus,2002.0,Foreign Used,211561.0,3000.0,Petrol,Automatic,3487500,0
BMW,2010.0,Foreign Used,277475.0,,Petrol,Automatic,6300000,1
Toyota,2009.0,Nigerian Used,108958.0,2000.0,Petrol,Automatic,3432000,0
Mercedes-Benz,2004.0,Foreign Used,510152.0,2100.0,Diesel,Automatic,3375000,0
Toyota,,,87710.0,,,Automatic,2698000,0
Ford,2008.0,Foreign Used,258390.0,4600.0,Petrol,Automatic,3937500,0
Infiniti,2005.0,Nigerian Used,204946.0,3500.0,Petrol,Automatic,2812500,0
Toyota,2007.0,Foreign Used,164013.0,3500.0,Petrol,Automatic,4050000,0
Acura,2016.0,Nigerian Used,163198.0,3500.0,Petrol,Automatic,11025000,1
Lexus,2001.0,Nigerian Used,283860.0,3000.0,Petrol,Automatic,2600000,0
Honda,2008.0,Nigerian Used,85766.0,3500.0,Petrol,Automatic,1687500,0
Toyota,2010.0,Foreign Used,233977.0,2400.0,Petrol,Automatic,5062500,1
Ford,1999.0,Foreign Used,234627.0,3000.0,Petrol,Automatic,1050000,0
Peugeot,2002.0,Foreign Used,295860.0,,Petrol,Manual,2250000,0
Toyota,2008.0,Nigerian Used,196552.0,1800.0,Petrol,Automatic,2700000,0
Infiniti,2002.0,Nigerian Used,109615.0,3500.0,Petrol,Automatic,892500,0
Honda,2008.0,Nigerian Used,293360.0,2400.0,Petrol,Automatic,1912500,0
Toyota,2003.0,Nigerian Used,182846.0,1800.0,Petrol,Automatic,1785000,0
Ford,2014.0,Nigerian Used,68442.0,2000.0,Petrol,Automatic,5062500,1
Toyota,2001.0,Nigerian Used,350884.0,2200.0,Petrol,Automatic,1196000,0
Lexus,2013.0,Foreign Used,219832.0,3400.0,Petrol,Automatic,13500000,1
Ford,1999.0,Foreign Used,234627.0,3000.0,Petrol,Automatic,1050000,0
Jeep,2008.0,Foreign Used,239555.0,3700.0,Petrol,Automatic,4500000,0
Ford,2008.0,Nigerian Used,124327.0,4600.0,Petrol,Automatic,3937500,0
Kia,2013.0,Nigerian Used,81596.0,2400.0,Petrol,Automatic,3150000,0
Mercedes-Benz,2001.0,Nigerian Used,158413.0,1800.0,Petrol,Manual,1050000,0
Toyota,2006.0,Nigerian Used,244551.0,4000.0,Petrol,Automatic,3150000,0
Honda,2008.0,Nigerian Used,104050.0,2500.0,Petrol,Automatic,2025000,0
Lexus,2007.0,Nigerian Used,313140.0,3500.0,Petrol,Automatic,3328000,0
Toyota,1999.0,Nigerian Used,311925.0,3000.0,Petrol,Automatic,1350000,0
Mercedes-Benz,2012.0,Foreign Used,196553.0,3000.0,Petrol,Automatic,5250000,1
Mercedes-Benz,2001.0,Nigerian Used,158413.0,1800.0,Petrol,Manual,1050000,0
Lexus,2007.0,Nigerian Used,313140.0,3500.0,Petrol,Automatic,3328000,0
Honda,2008.0,Nigerian Used,104050.0,2500.0,Petrol,Automatic,2025000,0
Toyota,1999.0,Nigerian Used,311925.0,3000.0,Petrol,Automatic,1350000,0
Toyota,2010.0,Nigerian Used,251253.0,2500.0,Petrol,Automatic,2812500,0
Acura,2009.0,Nigerian Used,112.0,3500.0,Petrol,Automatic,3990000,0
Toyota,2012.0,Nigerian Used,231414.0,2400.0,Petrol,Automatic,3600000,0
Opel,2000.0,Nigerian Used,178190.0,1400.0,Petrol,Automatic,840000,0
Hyundai,2012.0,Nigerian Used,124219.0,1600.0,Petrol,Automatic,2700000,0
Lexus,2007.0,Nigerian Used,168422.0,3000.0,Petrol,Automatic,2625000,0
Toyota,2007.0,Foreign Used,288213.0,2400.0,Petrol,Automatic,3937500,0
Mercedes-Benz,2010.0,Nigerian Used,248646.0,3000.0,Petrol,Automatic,4612500,0
Mitsubishi,2005.0,Nigerian Used,159742.0,3500.0,Petrol,Automatic,1012500,0
Toyota,2019.0,Foreign Used,51484.0,2400.0,Petrol,Automatic,16875000,1
BMW,2003.0,Nigerian Used,,3000.0,Petrol,Automatic,956250,0
Toyota,2008.0,Nigerian Used,206410.0,2500.0,Petrol,Automatic,2475000,0
Toyota,2003.0,Nigerian Used,136682.0,1800.0,Petrol,Automatic,2137500,0
Lexus,2006.0,Foreign Used,119197.0,3300.0,Petrol,Automatic,5850000,1
Toyota,2009.0,Nigerian Used,237332.0,2400.0,Petrol,Automatic,2812500,0
Hyundai,2013.0,Nigerian Used,269194.0,2000.0,Petrol,Automatic,4095000,0
Ford,2013.0,Foreign Used,226430.0,2500.0,Petrol,Automatic,5145000,1
Lexus,2011.0,Foreign Used,207450.0,2500.0,Petrol,Automatic,4200000,0
Pontiac,2009.0,Nigerian Used,80355.0,2400.0,Petrol,Automatic,2600000,0
Ford,2001.0,Nigerian Used,88171.0,4200.0,Petrol,Automatic,2650000,0
BMW,2008.0,Foreign Used,369147.0,3000.0,Petrol,Automatic,4725000,0
Honda,2011.0,Nigerian Used,107345.0,2500.0,Petrol,Automatic,1575000,0
Toyota,2004.0,Nigerian Used,196493.0,2400.0,Petrol,Automatic,1687500,0
Hyundai,2016.0,Nigerian Used,86812.0,1800.0,Petrol,Automatic,3262500,0
